# Derived from Rime Luna Pinyin; see ATTRIBUTION.md and LICENSE.rime.
㙟	㙟	lang	50
㙠	㙠	yi	50
㙡	㙡	zong	50
㙢	㙢	man	50
㙣	㙣	zhang	50
㙤	㙤	xia	50
㙥	㙥	gun	50
㙦	㙦	xie	50
㙨	㙨	ji	50
㙩	㙩	liao	50
㙪	㙪	yi	50
㙫	㙫	ji	50
㙬	㙬	yin	50
㙮	㙮	da	50
㙯	㙯	yi	50
㙰	㙰	xie	50
㙱	㙱	hao	50
㙲	㙲	yong	50
㙳	㙳	han	50
㙳	㙳	kan	50
㙴	㙴	chan	50
㙵	㙵	tai	50
㙶	㙶	tang	50
㙷	㙷	zhe	50
㙷	㙷	zhi	50
㙸	㙸	bao	50
㙹	㙹	meng	50
㙺	㙺	gui	50
㙻	㙻	chan	50
㙼	㙼	lei	50
㙾	㙾	xi	50
㚀	㚀	xi	50
㚁	㚁	qiao	50
㚂	㚂	nang	50
㚃	㚃	yun	50
㚅	㚅	long	50
㚆	㚆	fu	50
㚇	㚇	zong	50
㚉	㚉	gu	50
㚊	㚊	kai	50
㚋	㚋	diao	50
㚌	㚌	hua	50
㚍	㚍	kui	50
㚏	㚏	gao	50
㚐	㚐	tao	50
㚒	㚒	shan	50
㚓	㚓	lai	50
㚔	㚔	nie	50
㚔	㚔	xing	50
㚕	㚕	fu	50
㚖	㚖	gao	50
㚖	㚖	ze	50
㚗	㚗	qie	50
㚘	㚘	ban	50
㚘	㚘	fu	50
㚘	㚘	he	50
㚙	㚙	jia	50
㚚	㚚	kong	50
㚛	㚛	xi	50
㚜	㚜	xu	50
㚜	㚜	yu	50
㚝	㚝	zhui	50
㚞	㚞	shen	50
㚟	㚟	chuo	50
㚠	㚠	xiao	50
㚡	㚡	ji	50
㚢	㚢	nu	50
㚢	㚢	wu	50
㚣	㚣	xiao	50
㚤	㚤	yi	50
㚥	㚥	yu	50
㚦	㚦	yi	50
㚧	㚧	yan	50
㚨	㚨	shen	50
㚩	㚩	ran	50
㚪	㚪	hao	50
㚫	㚫	sa	50
㚬	㚬	jun	50
㚭	㚭	you	50
㚯	㚯	xin	50
㚰	㚰	bi	50
㚱	㚱	qiu	50
㚲	㚲	chan	50
㚲	㚲	dian	50
㚴	㚴	bu	50
㚵	㚵	dong	50
㚶	㚶	si	50
㚶	㚶	yi	50
㚷	㚷	er	50
㚹	㚹	miao	50
㚺	㚺	yun	50
㚻	㚻	ji	50
㚼	㚼	hao	50
㚽	㚽	qiao	50
㚾	㚾	xiong	50
㚿	㚿	pao	50
㛀	㛀	chu	50
㛁	㛁	peng	50
㛂	㛂	nuo	50
㛃	㛃	jie	50
㛄	㛄	yi	50
㛅	㛅	er	50
㛆	㛆	duo	50
㛊	㛊	duo	50
㛍	㛍	qie	50
㛍	㛍	xia	50
㛍	㛍	xian	50
㛎	㛎	lv	50
㛏	㛏	qiu	50
㛐	㛐	sou	50
㛑	㛑	can	50
㛒	㛒	dou	50
㛓	㛓	xi	50
㛔	㛔	feng	50
㛕	㛕	e	50
㛕	㛕	yi	50
㛖	㛖	suo	50
㛗	㛗	qie	50
㛗	㛗	suo	50
㛗	㛗	zuo	50
㛘	㛘	po	50
㛙	㛙	qie	50
㛙	㛙	xin	50
㛚	㛚	tong	50
㛚	㛚	yong	50
㛛	㛛	xin	50
㛜	㛜	you	50
𫝦	㛝	bei	50
㛞	㛞	long	50
㛟	㛟	huan	50
㛣	㛣	yun	50
㛤	㛤	li	50
㛥	㛥	ta	50
㛦	㛦	lan	50
㛧	㛧	man	50
㛨	㛨	qiang	50
㛩	㛩	zhou	50
㛪	㛪	yan	50
㛫	㛫	xi	50
㛬	㛬	lu	50
㛭	㛭	xi	50
㛮	㛮	sao	50
㛯	㛯	fan	50
㛯	㛯	mian	50
㛯	㛯	zhuan	50
㛱	㛱	wei	50
㛲	㛲	fa	50
㛳	㛳	yi	50
㛴	㛴	nao	50
㛵	㛵	cheng	50
㛶	㛶	tan	50
㛷	㛷	ji	50
㛸	㛸	shu	50
㛹	㛹	pian	50
㛺	㛺	an	50
㛻	㛻	kua	50
㛼	㛼	cha	50
㛼	㛼	sha	50
㛾	㛾	xian	50
㛿	㛿	zhi	50
㜂	㜂	feng	50
㜃	㜃	lian	50
㚯	㜄	xun	50
㜅	㜅	xu	50
㜆	㜆	mi	50
㜇	㜇	hui	50
㜇	㜇	ye	50
㜈	㜈	mu	50
㜉	㜉	yong	50
㜊	㜊	zhan	50
㜋	㜋	yi	50
㜌	㜌	gou	50
㜌	㜌	kou	50
㜌	㜌	nou	50
㜍	㜍	tang	50
㜎	㜎	xi	50
㛣	㜏	yun	50
𫝧	㜐	shu	50
㜑	㜑	fu	50
㜒	㜒	yi	50
㜓	㜓	da	50
㜕	㜕	lian	50
㜖	㜖	cao	50
𡞋	㜗	can	50
𡞋	㜗	sen	50
㜘	㜘	cha	50
㜘	㜘	ju	50
㜘	㜘	qu	50
㜙	㜙	lu	50
㜚	㜚	su	50
㜛	㜛	nen	50
㜜	㜜	ao	50
㜝	㜝	an	50
㜝	㜝	yan	50
㜞	㜞	can	50
㜞	㜞	qian	50
㜠	㜠	cui	50
㜡	㜡	cong	50
𡞱	㜢	lv	50
㜣	㜣	shan	50
㜤	㜤	nian	50
㜤	㜤	tan	50
㜤	㜤	tian	50
㜥	㜥	mai	50
㜦	㜦	xin	50
㜧	㜧	yue	50
㜨	㜨	nai	50
㜩	㜩	ao	50
㜪	㜪	shen	50
㜫	㜫	ma	50
㜮	㜮	lan	50
㜯	㜯	xi	50
㜰	㜰	yue	50
㜱	㜱	zhi	50
㜲	㜲	ying	50
㜳	㜳	huai	50
㜴	㜴	meng	50
㜵	㜵	niao	50
㜶	㜶	wan	50
𡝠	㜷	mi	50
𡝠	㜷	xian	50
㜸	㜸	nie	50
㜹	㜹	qu	50
㜺	㜺	zan	50
㜻	㜻	lian	50
㜼	㜼	zhi	50
㜽	㜽	zi	50
㜾	㜾	hai	50
㜿	㜿	xu	50
㝀	㝀	hao	50
㝁	㝁	qiong	50
㝁	㝁	xuan	50
㝂	㝂	zhe	50
㝂	㝂	zhi	50
㝃	㝃	mian	50
㝃	㝃	wan	50
㝄	㝄	chun	50
㝅	㝅	gou	50
㝇	㝇	chun	50
㝈	㝈	luan	50
㝉	㝉	zhu	50
㝊	㝊	shou	50
㝋	㝋	liao	50
㝌	㝌	jiu	50
㝍	㝍	xie	50
㝎	㝎	ding	50
㝏	㝏	jie	50
㝐	㝐	rong	50
㝑	㝑	mang	50
㝓	㝓	ke	50
㝔	㝔	yao	50
㝕	㝕	ning	50
㝖	㝖	yi	50
㝗	㝗	lang	50
㝘	㝘	yong	50
㝙	㝙	yin	50
㝚	㝚	yan	50
㝛	㝛	su	50
㝝	㝝	lin	50
㝞	㝞	ya	50
㝟	㝟	mao	50
㝠	㝠	ming	50
㝡	㝡	zui	50
㝢	㝢	yu	50
㝣	㝣	yi	50
㝤	㝤	gou	50
㝥	㝥	mi	50
㝦	㝦	jun	50
㝧	㝧	wen	50
㝩	㝩	kang	50
㝪	㝪	dian	50
㝫	㝫	long	50
㝭	㝭	xing	50
㝮	㝮	cui	50
㝯	㝯	qiao	50
㝰	㝰	mian	50
㝱	㝱	meng	50
㝲	㝲	qin	50
㝴	㝴	wan	50
㝵	㝵	de	50
㝶	㝶	ai	50
㝸	㝸	bian	50
㝹	㝹	nou	50
㝺	㝺	lian	50
㝻	㝻	jin	50
㝼	㝼	yu	50
㝽	㝽	chui	50
㝾	㝾	zuo	50
㝿	㝿	bo	50
㞀	㞀	hui	50
㞁	㞁	yao	50
㞂	㞂	tui	50
㞃	㞃	ji	50
㞄	㞄	an	50
㞅	㞅	luo	50
㞆	㞆	ji	50
㞇	㞇	wei	50
㞈	㞈	bo	50
㞉	㞉	za	50
㞊	㞊	xu	50
㞋	㞋	ji	50
㞋	㞋	nian	50
㞌	㞌	yun	50
㞎	㞎	ba	50
㞎	㞎	pa	50
㞏	㞏	jie	50
㞏	㞏	zhe	50
㞐	㞐	ju	50
㞑	㞑	wei	50
㞒	㞒	xi	50
㞒	㞒	xie	50
㞓	㞓	ji	50
㞓	㞓	qi	50
㞔	㞔	yi	50
㞕	㞕	xie	50
㞖	㞖	ci	50
㞗	㞗	qiu	50
㞘	㞘	du	50
㞙	㞙	niao	50
㞚	㞚	qi	50
㞚	㞚	zha	50
㞛	㞛	ji	50
㞜	㞜	tui	50
𪨊	㞞	song	50
㞟	㞟	dian	50
㞟	㞟	ding	50
㞠	㞠	lao	50
㞡	㞡	zhan	50
㞤	㞤	cen	50
㞤	㞤	yin	50
㞥	㞥	cen	50
㞦	㞦	ji	50
㞧	㞧	hui	50
㞨	㞨	zi	50
㞩	㞩	lan	50
㞪	㞪	nao	50
㞫	㞫	ju	50
㞬	㞬	qin	50
㞭	㞭	dai	50
㞯	㞯	jie	50
㞰	㞰	xu	50
㞱	㞱	cong	50
㞲	㞲	yong	50
㞳	㞳	dou	50
㞴	㞴	chi	50
㞴	㞴	min	50
㞶	㞶	min	50
㞷	㞷	huang	50
㞸	㞸	sui	50
㞹	㞹	ke	50
㞺	㞺	zu	50
㞻	㞻	hao	50
㞼	㞼	cheng	50
㞽	㞽	xue	50
㞾	㞾	ni	50
㞿	㞿	chi	50
㟀	㟀	lian	50
㟁	㟁	an	50
㟂	㟂	mu	50
㟃	㟃	si	50
㟄	㟄	xiang	50
㟅	㟅	yang	50
㟆	㟆	hua	50
㟇	㟇	cuo	50
㟈	㟈	qiu	50
㟉	㟉	lao	50
㟊	㟊	fu	50
㟋	㟋	dui	50
㟌	㟌	mang	50
㟍	㟍	lang	50
㟎	㟎	tui	50
㟎	㟎	tuo	50
㟏	㟏	han	50
㟐	㟐	mang	50
㟑	㟑	bo	50
㟒	㟒	qun	50
㟓	㟓	qi	50
㟔	㟔	han	50
㟖	㟖	long	50
㟘	㟘	tiao	50
㟙	㟙	ze	50
㟚	㟚	qi	50
㟛	㟛	zan	50
㟜	㟜	mi	50
㟝	㟝	pei	50
㟞	㟞	zhan	50
㟟	㟟	xiang	50
㟠	㟠	gang	50
㟢	㟢	qi	50
㟤	㟤	lu	50
㟦	㟦	yun	50
㟧	㟧	e	50
㟨	㟨	duan	50
㟩	㟩	min	50
㟪	㟪	wei	50
㟫	㟫	quan	50
㟬	㟬	sou	50
㟭	㟭	min	50
㟮	㟮	tu	50
㟰	㟰	ming	50
㟱	㟱	yao	50
㟲	㟲	yuan	50
㟳	㟳	li	50
㟴	㟴	kuai	50
㟵	㟵	gang	50
㟶	㟶	yuan	50
㟷	㟷	da	50
㟸	㟸	gao	50
㟹	㟹	lao	50
𪩇	㟺	lou	50
㟻	㟻	qian	50
㟼	㟼	ao	50
㟽	㟽	biao	50
㟾	㟾	yong	50
㟿	㟿	mang	50
㠀	㠀	dao	50
㠂	㠂	ao	50
㠄	㠄	xi	50
㠅	㠅	fu	50
㠆	㠆	dan	50
㠇	㠇	jiu	50
㠈	㠈	run	50
㠉	㠉	tong	50
㠊	㠊	qu	50
㠋	㠋	e	50
㠌	㠌	qi	50
㠍	㠍	ji	50
㠎	㠎	ji	50
㠎	㠎	jie	50
㟆	㠏	hua	50
㠐	㠐	jiao	50
㠑	㠑	zui	50
㠒	㠒	biao	50
㠓	㠓	meng	50
㠔	㠔	bai	50
㠕	㠕	wei	50
㠖	㠖	yi	50
㠗	㠗	ao	50
㠘	㠘	yu	50
㠙	㠙	yao	50
㠚	㠚	dui	50
㠛	㠛	wo	50
㠜	㠜	ni	50
㠝	㠝	cuan	50
㠟	㠟	li	50
㠠	㠠	lv	50
㠡	㠡	niao	50
㠢	㠢	huai	50
𫵷	㠣	li	50
㠥	㠥	lei	50
㠥	㠥	lv	50
㠦	㠦	feng	50
㠧	㠧	mi	50
㠨	㠨	yu	50
㠪	㠪	ju	50
㠭	㠭	zhan	50
㠮	㠮	gang	50
㠮	㠮	peng	50
㠯	㠯	yi	50
㠱	㠱	ji	50
㠱	㠱	qi	50
㠲	㠲	bi	50
㠴	㠴	ren	50
㠵	㠵	huang	50
㠶	㠶	fan	50
㠷	㠷	ge	50
㠸	㠸	fu	50
㠹	㠹	jie	50
㠺	㠺	miao	50
㠺	㠺	sha	50
㠼	㠼	si	50
㠽	㠽	tong	50
㠾	㠾	yuan	50
㠿	㠿	ci	50
㠿	㠿	zi	50
㡀	㡀	bi	50
㡁	㡁	kua	50
㡂	㡂	li	50
㡃	㡃	huang	50
㡄	㡄	xun	50
㡅	㡅	nuo	50
㡇	㡇	jie	50
㡇	㡇	zhe	50
㡈	㡈	men	50
㡈	㡈	mian	50
㡈	㡈	wen	50
㡉	㡉	xian	50
㡊	㡊	qia	50
㡋	㡋	an	50
㡋	㡋	ye	50
㡌	㡌	mao	50
㡏	㡏	shu	50
㡏	㡏	tou	50
㡏	㡏	xu	50
㡑	㡑	jiao	50
